index,SUBDIVISION,YEAR,MONTH,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECEPTIONS,PRESSURE,WIND_SPEED,RAINFALL
1,ANDAMAN & NICOBAR ISLANDS,1991.0,1.0,10.23,23.94,17.06,12.2,12.2,12.2,14.1
2,ANDAMAN & NICOBAR ISLANDS,1991.0,2.0,13.32,27.42,20.35,12.26,12.26,12.26,3.8
3,ANDAMAN & NICOBAR ISLANDS,1991.0,3.0,17.22,31.77,24.47,14.7,14.7,14.7,28.0
4,ANDAMAN & NICOBAR ISLANDS,1991.0,4.0,20.75,34.66,27.68,31.72,31.72,31.72,132.9
5,ANDAMAN & NICOBAR ISLANDS,1991.0,5.0,23.91,36.92,30.39,52.32,52.32,52.32,191.3
6,ANDAMAN & NICOBAR ISLANDS,1991.0,6.0,24.0,34.09,29.02,175.95,175.95,175.95,165.7
7,ANDAMAN & NICOBAR ISLANDS,1991.0,7.0,23.62,31.77,27.67,255.15,255.15,255.15,547.2
8,ANDAMAN & NICOBAR ISLANDS,1991.0,8.0,22.75,30.07,26.39,234.0,234.0,234.0,486.5
9,ANDAMAN & NICOBAR ISLANDS,1991.0,9.0,22.08,31.06,26.55,139.25,139.25,139.25,489.9
10,ANDAMAN & NICOBAR ISLANDS,1991.0,10.0,18.76,30.89,24.8,65.58,65.58,65.58,287.6
11,ANDAMAN & NICOBAR ISLANDS,1991.0,11.0,14.5,27.78,21.12,28.59,28.59,28.59,130.1
1,ANDAMAN & NICOBAR ISLANDS,1992.0,1.0,10.39,24.17,17.26,13.59,13.59,13.59,75.9
2,ANDAMAN & NICOBAR ISLANDS,1992.0,2.0,11.87,25.9,18.87,14.1,14.1,14.1,10.9
3,ANDAMAN & NICOBAR ISLANDS,1992.0,3.0,17.02,31.58,24.27,11.37,11.37,11.37,0.0
4,ANDAMAN & NICOBAR ISLANDS,1992.0,4.0,20.85,34.95,27.88,15.74,15.74,15.74,5.1
5,ANDAMAN & NICOBAR ISLANDS,1992.0,5.0,23.2,36.26,29.71,51.26,51.26,51.26,241.7
6,ANDAMAN & NICOBAR ISLANDS,1992.0,6.0,24.69,35.24,29.94,104.92,104.92,104.92,392.0
7,ANDAMAN & NICOBAR ISLANDS,1992.0,7.0,23.73,31.6,27.64,218.17,218.17,218.17,348.2
8,ANDAMAN & NICOBAR ISLANDS,1992.0,8.0,22.75,29.95,26.32,254.1,254.1,254.1,372.3
9,ANDAMAN & NICOBAR ISLANDS,1992.0,9.0,21.44,30.62,26.0,175.54,175.54,175.54,323.7
10,ANDAMAN & NICOBAR ISLANDS,1992.0,10.0,19.15,30.58,24.84,68.84,68.84,68.84,257.3
11,ANDAMAN & NICOBAR ISLANDS,1992.0,11.0,14.78,27.81,21.27,33.44,33.44,33.44,64.3
1,ANDAMAN & NICOBAR ISLANDS,1993.0,1.0,10.88,24.6,17.72,7.86,7.86,7.86,14.9
2,ANDAMAN & NICOBAR ISLANDS,1993.0,2.0,13.13,27.87,20.48,12.86,12.86,12.86,0.0
3,ANDAMAN & NICOBAR ISLANDS,1993.0,3.0,15.99,30.21,23.08,21.85,21.85,21.85,129.9
4,ANDAMAN & NICOBAR ISLANDS,1993.0,4.0,20.67,34.73,27.68,22.92,22.92,22.92,43.7
5,ANDAMAN & NICOBAR ISLANDS,1993.0,5.0,23.97,36.99,30.46,62.17,62.17,62.17,181.4
6,ANDAMAN & NICOBAR ISLANDS,1993.0,6.0,24.81,35.17,29.96,149.47,149.47,149.47,257.1
7,ANDAMAN & NICOBAR ISLANDS,1993.0,7.0,23.44,31.27,27.33,288.04,288.04,288.04,391.7
8,ANDAMAN & NICOBAR ISLANDS,1993.0,8.0,23.04,30.79,26.89,192.12,192.12,192.12,226.7
9,ANDAMAN & NICOBAR ISLANDS,1993.0,9.0,22.08,30.51,26.27,189.42,189.42,189.42,437.0
10,ANDAMAN & NICOBAR ISLANDS,1993.0,10.0,19.54,30.95,25.22,82.94,82.94,82.94,299.3
11,ANDAMAN & NICOBAR ISLANDS,1993.0,11.0,15.01,28.29,21.63,23.14,23.14,23.14,189.0
1,ANDAMAN & NICOBAR ISLANDS,1994.0,1.0,11.53,25.01,18.25,20.93,20.93,20.93,7.2
2,ANDAMAN & NICOBAR ISLANDS,1994.0,2.0,12.61,26.39,19.48,16.09,16.09,16.09,35.5
3,ANDAMAN & NICOBAR ISLANDS,1994.0,3.0,17.65,32.74,25.17,14.12,14.12,14.12,129.4
4,ANDAMAN & NICOBAR ISLANDS,1994.0,4.0,20.48,34.28,27.36,35.47,35.47,35.47,154.6
5,ANDAMAN & NICOBAR ISLANDS,1994.0,5.0,24.1,37.39,30.72,42.07,42.07,42.07,403.2
6,ANDAMAN & NICOBAR ISLANDS,1994.0,6.0,24.15,34.43,29.26,162.14,162.14,162.14,386.3
7,ANDAMAN & NICOBAR ISLANDS,1994.0,7.0,22.84,30.49,26.64,334.13,334.13,334.13,569.7
8,ANDAMAN & NICOBAR ISLANDS,1994.0,8.0,22.77,29.92,26.32,265.94,265.94,265.94,460.5
9,ANDAMAN & NICOBAR ISLANDS,1994.0,9.0,21.75,30.69,26.19,149.81,149.81,149.81,775.1
10,ANDAMAN & NICOBAR ISLANDS,1994.0,10.0,18.74,30.79,24.74,90.55,90.55,90.55,137.5
11,ANDAMAN & NICOBAR ISLANDS,1994.0,11.0,14.78,27.74,21.24,19.43,19.43,19.43,180.3
1,ANDAMAN & NICOBAR ISLANDS,1995.0,1.0,9.76,23.27,16.49,24.75,24.75,24.75,51.8
2,ANDAMAN & NICOBAR ISLANDS,1995.0,2.0,13.02,27.0,19.99,15.43,15.43,15.43,12.5
3,ANDAMAN & NICOBAR ISLANDS,1995.0,3.0,16.47,30.77,23.6,23.12,23.12,23.12,12.1
4,ANDAMAN & NICOBAR ISLANDS,1995.0,4.0,20.51,34.62,27.54,21.68,21.68,21.68,21.1
5,ANDAMAN & NICOBAR ISLANDS,1995.0,5.0,23.7,36.63,30.14,55.51,55.51,55.51,314.8
6,ANDAMAN & NICOBAR ISLANDS,1995.0,6.0,25.46,35.98,30.7,137.08,137.08,137.08,450.4
7,ANDAMAN & NICOBAR ISLANDS,1995.0,7.0,23.61,31.45,27.5,319.03,319.03,319.03,501.4
8,ANDAMAN & NICOBAR ISLANDS,1995.0,8.0,23.37,30.4,26.86,253.15,253.15,253.15,555.8
9,ANDAMAN & NICOBAR ISLANDS,1995.0,9.0,22.25,31.07,26.64,184.3,184.3,184.3,426.4
10,ANDAMAN & NICOBAR ISLANDS,1995.0,10.0,19.67,31.36,25.5,81.55,81.55,81.55,294.7
11,ANDAMAN & NICOBAR ISLANDS,1995.0,11.0,14.88,28.22,21.52,24.43,24.43,24.43,452.9
1,ANDAMAN & NICOBAR ISLANDS,1996.0,1.0,11.39,24.89,18.11,16.35,16.35,16.35,52.2
2,ANDAMAN & NICOBAR ISLANDS,1996.0,2.0,13.17,27.61,20.37,12.32,12.32,12.32,4.8
3,ANDAMAN & NICOBAR ISLANDS,1996.0,3.0,18.08,32.61,25.32,16.2,16.2,16.2,3.4
4,ANDAMAN & NICOBAR ISLANDS,1996.0,4.0,20.96,35.2,28.06,30.77,30.77,30.77,122.7
5,ANDAMAN & NICOBAR ISLANDS,1996.0,5.0,23.97,37.02,30.47,39.44,39.44,39.44,298.0
6,ANDAMAN & NICOBAR ISLANDS,1996.0,6.0,24.38,34.54,29.43,166.75,166.75,166.75,559.2
7,ANDAMAN & NICOBAR ISLANDS,1996.0,7.0,23.6,31.42,27.49,278.54,278.54,278.54,335.5
8,ANDAMAN & NICOBAR ISLANDS,1996.0,8.0,22.63,29.78,26.18,271.18,271.18,271.18,328.0
9,ANDAMAN & NICOBAR ISLANDS,1996.0,9.0,22.33,30.83,26.55,148.74,148.74,148.74,541.6
10,ANDAMAN & NICOBAR ISLANDS,1996.0,10.0,18.95,30.35,24.63,105.18,105.18,105.18,318.5
11,ANDAMAN & NICOBAR ISLANDS,1996.0,11.0,14.33,28.18,21.23,14.43,14.43,14.43,254.2
1,ANDAMAN & NICOBAR ISLANDS,1997.0,1.0,9.78,24.09,16.91,11.83,11.83,11.83,9.5
2,ANDAMAN & NICOBAR ISLANDS,1997.0,2.0,11.85,26.63,19.22,5.27,5.27,5.27,0.0
3,ANDAMAN & NICOBAR ISLANDS,1997.0,3.0,17.06,31.6,24.31,19.27,19.27,19.27,0.2
4,ANDAMAN & NICOBAR ISLANDS,1997.0,4.0,19.75,33.39,26.55,40.09,40.09,40.09,15.6
5,ANDAMAN & NICOBAR ISLANDS,1997.0,5.0,22.84,35.88,29.34,39.16,39.16,39.16,281.1
6,ANDAMAN & NICOBAR ISLANDS,1997.0,6.0,23.96,34.31,29.11,134.57,134.57,134.57,199.5
7,ANDAMAN & NICOBAR ISLANDS,1997.0,7.0,23.64,31.62,27.6,267.89,267.89,267.89,918.5
8,ANDAMAN & NICOBAR ISLANDS,1997.0,8.0,22.95,30.44,26.67,282.7,282.7,282.7,430.6
9,ANDAMAN & NICOBAR ISLANDS,1997.0,9.0,22.05,30.77,26.38,161.77,161.77,161.77,440.2
10,ANDAMAN & NICOBAR ISLANDS,1997.0,10.0,18.2,30.31,24.24,67.69,67.69,67.69,128.7
11,ANDAMAN & NICOBAR ISLANDS,1997.0,11.0,15.83,27.78,21.78,57.35,57.35,57.35,292.8
1,ANDAMAN & NICOBAR ISLANDS,1998.0,1.0,10.87,24.63,17.73,8.02,8.02,8.02,0.9
2,ANDAMAN & NICOBAR ISLANDS,1998.0,2.0,13.11,27.45,20.26,17.1,17.1,17.1,0.0
3,ANDAMAN & NICOBAR ISLANDS,1998.0,3.0,16.21,30.99,23.58,23.96,23.96,23.96,0.0
4,ANDAMAN & NICOBAR ISLANDS,1998.0,4.0,21.64,35.43,28.51,34.01,34.01,34.01,0.0
5,ANDAMAN & NICOBAR ISLANDS,1998.0,5.0,24.53,37.8,31.14,51.5,51.5,51.5,348.9
6,ANDAMAN & NICOBAR ISLANDS,1998.0,6.0,25.17,35.76,30.44,137.37,137.37,137.37,600.0
7,ANDAMAN & NICOBAR ISLANDS,1998.0,7.0,23.86,31.49,27.65,294.86,294.86,294.86,364.5
8,ANDAMAN & NICOBAR ISLANDS,1998.0,8.0,23.53,30.78,27.13,266.45,266.45,266.45,258.9
9,ANDAMAN & NICOBAR ISLANDS,1998.0,9.0,22.57,31.06,26.79,193.59,193.59,193.59,337.8
10,ANDAMAN & NICOBAR ISLANDS,1998.0,10.0,20.02,31.4,25.68,107.38,107.38,107.38,618.6
11,ANDAMAN & NICOBAR ISLANDS,1998.0,11.0,15.51,28.37,21.91,40.34,40.34,40.34,227.8
1,ANDAMAN & NICOBAR ISLANDS,1999.0,1.0,10.14,24.32,17.21,10.35,10.35,10.35,46.8
2,ANDAMAN & NICOBAR ISLANDS,1999.0,2.0,13.74,28.21,20.95,13.43,13.43,13.43,44.6
3,ANDAMAN & NICOBAR ISLANDS,1999.0,3.0,17.43,32.74,25.06,4.83,4.83,4.83,14.2
4,ANDAMAN & NICOBAR ISLANDS,1999.0,4.0,21.95,36.53,29.21,17.28,17.28,17.28,270.6
5,ANDAMAN & NICOBAR ISLANDS,1999.0,5.0,23.67,36.32,29.97,69.58,69.58,69.58,257.4
6,ANDAMAN & NICOBAR ISLANDS,1999.0,6.0,23.89,34.12,28.98,136.33,136.33,136.33,295.0
7,ANDAMAN & NICOBAR ISLANDS,1999.0,7.0,23.33,31.24,27.26,265.41,265.41,265.41,408.5
8,ANDAMAN & NICOBAR ISLANDS,1999.0,8.0,23.02,30.32,26.64,229.03,229.03,229.03,329.2
9,ANDAMAN & NICOBAR ISLANDS,1999.0,9.0,22.16,31.07,26.59,184.64,184.64,184.64,325.3
10,ANDAMAN & NICOBAR ISLANDS,1999.0,10.0,19.73,31.0,25.34,111.57,111.57,111.57,437.5
11,ANDAMAN & NICOBAR ISLANDS,1999.0,11.0,15.25,28.91,22.06,14.92,14.92,14.92,124.9
1,ANDAMAN & NICOBAR ISLANDS,2000.0,1.0,11.09,25.09,18.06,9.74,9.74,9.74,53.0
2,ANDAMAN & NICOBAR ISLANDS,2000.0,2.0,12.34,26.22,19.25,18.03,18.03,18.03,59.0
3,ANDAMAN & NICOBAR ISLANDS,2000.0,3.0,16.25,31.23,23.72,10.37,10.37,10.37,171.3
4,ANDAMAN & NICOBAR ISLANDS,2000.0,4.0,22.19,36.24,29.19,31.72,31.72,31.72,218.1
5,ANDAMAN & NICOBAR ISLANDS,2000.0,5.0,23.84,36.57,30.18,75.54,75.54,75.54,422.8
6,ANDAMAN & NICOBAR ISLANDS,2000.0,6.0,23.79,33.89,28.81,164.75,164.75,164.75,357.0
7,ANDAMAN & NICOBAR ISLANDS,2000.0,7.0,23.22,30.95,27.06,289.32,289.32,289.32,176.3
8,ANDAMAN & NICOBAR ISLANDS,2000.0,8.0,23.26,30.54,26.87,237.03,237.03,237.03,460.8
9,ANDAMAN & NICOBAR ISLANDS,2000.0,9.0,22.1,31.08,26.57,131.83,131.83,131.83,250.1
10,ANDAMAN & NICOBAR ISLANDS,2000.0,10.0,20.01,31.94,25.95,50.85,50.85,50.85,321.2
11,ANDAMAN & NICOBAR ISLANDS,2000.0,11.0,15.44,29.04,22.22,14.22,14.22,14.22,158.3
1,ANDAMAN & NICOBAR ISLANDS,2001.0,1.0,10.78,24.97,17.85,8.92,8.92,8.92,89.0
2,ANDAMAN & NICOBAR ISLANDS,2001.0,2.0,13.62,28.13,20.85,5.48,5.48,5.48,15.7
3,ANDAMAN & NICOBAR ISLANDS,2001.0,3.0,17.18,31.98,24.56,14.64,14.64,14.64,143.3
4,ANDAMAN & NICOBAR ISLANDS,2001.0,4.0,20.95,35.09,27.99,34.52,34.52,34.52,30.1
5,ANDAMAN & NICOBAR ISLANDS,2001.0,5.0,24.09,37.12,30.58,71.08,71.08,71.08,705.3
6,ANDAMAN & NICOBAR ISLANDS,2001.0,6.0,23.42,33.63,28.5,190.64,190.64,190.64,370.7
7,ANDAMAN & NICOBAR ISLANDS,2001.0,7.0,23.17,31.04,27.08,259.89,259.89,259.89,341.3
8,ANDAMAN & NICOBAR ISLANDS,2001.0,8.0,23.22,30.54,26.85,218.93,218.93,218.93,469.0
9,ANDAMAN & NICOBAR ISLANDS,2001.0,9.0,22.76,31.62,27.16,101.98,101.98,101.98,334.4
10,ANDAMAN & NICOBAR ISLANDS,2001.0,10.0,19.91,31.53,25.7,93.02,93.02,93.02,267.6
11,ANDAMAN & NICOBAR ISLANDS,2001.0,11.0,15.61,29.09,22.33,18.65,18.65,18.65,222.6
1,ANDAMAN & NICOBAR ISLANDS,2002.0,1.0,10.77,24.73,17.72,12.36,12.36,12.36,10.6
2,ANDAMAN & NICOBAR ISLANDS,2002.0,2.0,13.21,27.72,20.44,12.49,12.49,12.49,0.0
3,ANDAMAN & NICOBAR ISLANDS,2002.0,3.0,17.57,32.5,25.01,12.34,12.34,12.34,11.5
4,ANDAMAN & NICOBAR ISLANDS,2002.0,4.0,21.95,36.09,29.0,28.5,28.5,28.5,100.2
5,ANDAMAN & NICOBAR ISLANDS,2002.0,5.0,24.56,37.75,31.13,49.94,49.94,49.94,366.7
6,ANDAMAN & NICOBAR ISLANDS,2002.0,6.0,24.45,34.84,29.62,154.33,154.33,154.33,358.3
7,ANDAMAN & NICOBAR ISLANDS,2002.0,7.0,24.3,32.16,28.21,154.08,154.08,154.08,317.4
8,ANDAMAN & NICOBAR ISLANDS,2002.0,8.0,23.05,30.3,26.65,253.05,253.05,253.05,429.8
9,ANDAMAN & NICOBAR ISLANDS,2002.0,9.0,22.08,30.73,26.38,128.47,128.47,128.47,420.0
10,ANDAMAN & NICOBAR ISLANDS,2002.0,10.0,19.76,31.43,25.57,71.7,71.7,71.7,169.0
11,ANDAMAN & NICOBAR ISLANDS,2002.0,11.0,15.26,28.6,21.91,24.73,24.73,24.73,306.7
1,ANDAMAN & NICOBAR ISLANDS,2003.0,1.0,10.7,24.99,17.82,8.37,8.37,8.37,44.3
2,ANDAMAN & NICOBAR ISLANDS,2003.0,2.0,13.4,27.67,20.51,25.46,25.46,25.46,7.9
3,ANDAMAN & NICOBAR ISLANDS,2003.0,3.0,16.85,31.58,24.19,18.39,18.39,18.39,149.2
4,ANDAMAN & NICOBAR ISLANDS,2003.0,4.0,21.79,36.0,28.87,28.74,28.74,28.74,19.4
5,ANDAMAN & NICOBAR ISLANDS,2003.0,5.0,23.91,36.99,30.43,27.91,27.91,27.91,296.3
6,ANDAMAN & NICOBAR ISLANDS,2003.0,6.0,25.14,35.4,30.25,144.4,144.4,144.4,159.9
7,ANDAMAN & NICOBAR ISLANDS,2003.0,7.0,23.34,31.14,27.21,304.97,304.97,304.97,494.9
8,ANDAMAN & NICOBAR ISLANDS,2003.0,8.0,23.2,30.53,26.84,217.42,217.42,217.42,379.4
9,ANDAMAN & NICOBAR ISLANDS,2003.0,9.0,22.04,30.83,26.41,156.97,156.97,156.97,371.9
10,ANDAMAN & NICOBAR ISLANDS,2003.0,10.0,19.34,31.13,25.22,97.23,97.23,97.23,310.4
11,ANDAMAN & NICOBAR ISLANDS,2003.0,11.0,15.28,28.71,21.97,14.96,14.96,14.96,74.1
1,ANDAMAN & NICOBAR ISLANDS,2004.0,1.0,10.72,24.56,17.62,15.38,15.38,15.38,54.5
2,ANDAMAN & NICOBAR ISLANDS,2004.0,2.0,12.89,27.64,20.24,5.03,5.03,5.03,35.9
3,ANDAMAN & NICOBAR ISLANDS,2004.0,3.0,18.59,33.76,26.15,8.31,8.31,8.31,36.5
4,ANDAMAN & NICOBAR ISLANDS,2004.0,4.0,22.16,36.28,29.2,33.61,33.61,33.61,41.6
5,ANDAMAN & NICOBAR ISLANDS,2004.0,5.0,23.64,36.84,30.22,59.23,59.23,59.23,505.1
6,ANDAMAN & NICOBAR ISLANDS,2004.0,6.0,23.86,34.06,28.94,150.0,150.0,150.0,423.9
7,ANDAMAN & NICOBAR ISLANDS,2004.0,7.0,23.86,31.6,27.7,230.07,230.07,230.07,378.9
8,ANDAMAN & NICOBAR ISLANDS,2004.0,8.0,22.9,30.33,26.59,260.68,260.68,260.68,308.7
9,ANDAMAN & NICOBAR ISLANDS,2004.0,9.0,22.51,31.65,27.06,135.92,135.92,135.92,280.7
10,ANDAMAN & NICOBAR ISLANDS,2004.0,10.0,18.85,30.42,24.61,108.66,108.66,108.66,223.9
11,ANDAMAN & NICOBAR ISLANDS,2004.0,11.0,15.2,28.53,21.84,16.4,16.4,16.4,169.9
1,ARUNACHAL PRADESH,1970.0,1.0,10.61,24.56,17.56,18.06,18.06,18.06,49.2
2,ARUNACHAL PRADESH,1970.0,2.0,12.57,26.88,19.71,15.79,15.79,15.79,78.8
3,ARUNACHAL PRADESH,1970.0,3.0,16.58,31.12,23.82,21.89,21.89,21.89,57.4
4,ARUNACHAL PRADESH,1970.0,4.0,21.47,35.77,28.6,24.42,24.42,24.42,108.8
5,ARUNACHAL PRADESH,1970.0,5.0,24.12,37.28,30.67,60.09,60.09,60.09,213.4
6,ARUNACHAL PRADESH,1970.0,6.0,23.23,33.63,28.4,213.8,213.8,213.8,409.6
7,ARUNACHAL PRADESH,1970.0,7.0,23.13,31.43,27.26,253.03,253.03,253.03,377.9
8,ARUNACHAL PRADESH,1970.0,8.0,22.72,30.08,26.38,327.79,327.79,327.79,245.4
9,ARUNACHAL PRADESH,1970.0,9.0,21.83,30.46,26.12,225.78,225.78,225.78,287.4
10,ARUNACHAL PRADESH,1970.0,10.0,19.04,30.94,24.96,79.71,79.71,79.71,138.6
11,ARUNACHAL PRADESH,1970.0,11.0,13.37,27.48,20.4,16.36,16.36,16.36,6.9
1,ARUNACHAL PRADESH,1971.0,1.0,9.99,23.9,16.92,11.41,11.41,11.41,56.0
2,ARUNACHAL PRADESH,1971.0,2.0,11.9,26.97,19.42,13.08,13.08,13.08,67.8
3,ARUNACHAL PRADESH,1971.0,3.0,15.85,31.36,23.58,10.78,10.78,10.78,47.1
4,ARUNACHAL PRADESH,1971.0,4.0,20.86,35.14,27.98,36.38,36.38,36.38,121.8
5,ARUNACHAL PRADESH,1971.0,5.0,22.65,35.64,29.12,68.82,68.82,68.82,222.4
6,ARUNACHAL PRADESH,1971.0,6.0,22.94,32.71,27.8,207.47,207.47,207.47,446.0
7,ARUNACHAL PRADESH,1971.0,7.0,22.77,30.44,26.58,234.97,234.97,234.97,385.5
8,ARUNACHAL PRADESH,1971.0,8.0,22.41,29.75,26.05,279.11,279.11,279.11,288.2
9,ARUNACHAL PRADESH,1971.0,9.0,21.58,30.74,26.14,163.42,163.42,163.42,239.6
10,ARUNACHAL PRADESH,1971.0,10.0,18.57,30.16,24.34,97.1,97.1,97.1,235.1
11,ARUNACHAL PRADESH,1971.0,11.0,13.51,27.18,20.32,13.81,13.81,13.81,67.8
1,ARUNACHAL PRADESH,1972.0,1.0,9.89,24.65,17.25,5.65,5.65,5.65,39.2
2,ARUNACHAL PRADESH,1972.0,2.0,10.88,25.23,18.04,15.48,15.48,15.48,114.2
3,ARUNACHAL PRADESH,1972.0,3.0,16.48,31.89,24.16,9.15,9.15,9.15,108.3
4,ARUNACHAL PRADESH,1972.0,4.0,20.21,34.75,27.46,23.45,23.45,23.45,231.5
5,ARUNACHAL PRADESH,1972.0,5.0,23.67,37.3,30.46,44.98,44.98,44.98,299.5
6,ARUNACHAL PRADESH,1972.0,6.0,24.78,35.93,30.33,112.4,112.4,112.4,314.4
7,ARUNACHAL PRADESH,1972.0,7.0,23.5,31.92,27.69,206.75,206.75,206.75,438.3
8,ARUNACHAL PRADESH,1972.0,8.0,22.82,30.39,26.58,213.19,213.19,213.19,270.7
9,ARUNACHAL PRADESH,1972.0,9.0,21.41,31.11,26.24,133.98,133.98,133.98,334.5
10,ARUNACHAL PRADESH,1972.0,10.0,18.72,30.84,24.76,67.48,67.48,67.48,83.3
11,ARUNACHAL PRADESH,1972.0,11.0,14.22,27.97,21.07,25.74,25.74,25.74,25.9
1,ARUNACHAL PRADESH,1973.0,1.0,10.49,24.79,17.62,12.34,12.34,12.34,136.4
2,ARUNACHAL PRADESH,1973.0,2.0,13.35,28.07,20.69,11.98,11.98,11.98,147.1
3,ARUNACHAL PRADESH,1973.0,3.0,16.43,31.59,23.99,13.57,13.57,13.57,82.3
4,ARUNACHAL PRADESH,1973.0,4.0,22.1,36.75,29.4,20.51,20.51,20.51,215.3
5,ARUNACHAL PRADESH,1973.0,5.0,24.21,37.53,30.84,65.27,65.27,65.27,256.5
6,ARUNACHAL PRADESH,1973.0,6.0,24.47,34.74,29.58,151.42,151.42,151.42,571.1
7,ARUNACHAL PRADESH,1973.0,7.0,23.16,31.24,27.18,308.33,308.33,308.33,284.8
8,ARUNACHAL PRADESH,1973.0,8.0,22.54,29.93,26.21,304.11,304.11,304.11,271.3
9,ARUNACHAL PRADESH,1973.0,9.0,21.8,30.59,26.17,179.44,179.44,179.44,258.3
10,ARUNACHAL PRADESH,1973.0,10.0,18.78,30.31,24.52,118.39,118.39,118.39,110.2
11,ARUNACHAL PRADESH,1973.0,11.0,13.74,27.37,20.53,17.36,17.36,17.36,88.9
1,ARUNACHAL PRADESH,1974.0,1.0,9.46,24.05,16.73,5.04,5.04,5.04,130.9
2,ARUNACHAL PRADESH,1974.0,2.0,11.54,26.53,19.02,5.22,5.22,5.22,95.4
3,ARUNACHAL PRADESH,1974.0,3.0,17.24,32.41,24.8,18.09,18.09,18.09,127.8
4,ARUNACHAL PRADESH,1974.0,4.0,21.54,35.89,28.69,25.1,25.1,25.1,272.6
5,ARUNACHAL PRADESH,1974.0,5.0,23.12,36.38,29.73,66.49,66.49,66.49,248.3
6,ARUNACHAL PRADESH,1974.0,6.0,23.94,34.56,29.22,127.8,127.8,127.8,466.7
7,ARUNACHAL PRADESH,1974.0,7.0,23.32,31.24,27.26,271.61,271.61,271.61,648.9
8,ARUNACHAL PRADESH,1974.0,8.0,22.8,30.46,26.6,229.06,229.06,229.06,446.8
9,ARUNACHAL PRADESH,1974.0,9.0,22.0,31.48,26.71,147.45,147.45,147.45,461.2
10,ARUNACHAL PRADESH,1974.0,10.0,19.39,30.81,25.07,114.18,114.18,114.18,121.1
11,ARUNACHAL PRADESH,1974.0,11.0,13.43,27.56,20.48,8.93,8.93,8.93,14.0
1,ARUNACHAL PRADESH,1975.0,1.0,9.41,23.52,16.44,12.52,12.52,12.52,17.3
2,ARUNACHAL PRADESH,1975.0,2.0,12.0,26.56,19.26,12.92,12.92,12.92,76.9
3,ARUNACHAL PRADESH,1975.0,3.0,16.09,31.17,23.61,18.79,18.79,18.79,101.7
4,ARUNACHAL PRADESH,1975.0,4.0,21.0,35.65,28.3,18.46,18.46,18.46,165.1
5,ARUNACHAL PRADESH,1975.0,5.0,23.77,37.18,30.45,54.59,54.59,54.59,188.0
6,ARUNACHAL PRADESH,1975.0,6.0,23.62,34.06,28.81,185.61,185.61,185.61,268.5
7,ARUNACHAL PRADESH,1975.0,7.0,22.58,30.53,26.53,304.58,304.58,304.58,427.0
8,ARUNACHAL PRADESH,1975.0,8.0,22.73,30.01,26.34,272.95,272.95,272.95,185.2
9,ARUNACHAL PRADESH,1975.0,9.0,21.62,29.84,25.71,257.45,257.45,257.45,297.0
10,ARUNACHAL PRADESH,1975.0,10.0,19.57,30.57,25.05,115.29,115.29,115.29,451.6
11,ARUNACHAL PRADESH,1975.0,11.0,13.01,26.87,19.92,22.14,22.14,22.14,21.5
1,ARUNACHAL PRADESH,1976.0,1.0,10.12,24.27,17.17,8.3,8.3,8.3,8.9
2,ARUNACHAL PRADESH,1976.0,2.0,12.64,26.74,19.67,11.4,11.4,11.4,112.9
3,ARUNACHAL PRADESH,1976.0,3.0,16.62,31.38,23.98,12.25,12.25,12.25,168.0
4,ARUNACHAL PRADESH,1976.0,4.0,20.31,34.61,27.43,28.56,28.56,28.56,229.3
5,ARUNACHAL PRADESH,1976.0,5.0,23.13,36.48,29.78,46.5,46.5,46.5,210.7
6,ARUNACHAL PRADESH,1976.0,6.0,23.56,34.0,28.76,163.57,163.57,163.57,506.3
7,ARUNACHAL PRADESH,1976.0,7.0,23.07,31.2,27.11,291.5,291.5,291.5,375.4
8,ARUNACHAL PRADESH,1976.0,8.0,22.22,29.69,25.93,292.94,292.94,292.94,357.4
9,ARUNACHAL PRADESH,1976.0,9.0,21.29,30.52,25.88,156.15,156.15,156.15,177.5
10,ARUNACHAL PRADESH,1976.0,10.0,19.1,31.28,25.17,35.36,35.36,35.36,139.7
11,ARUNACHAL PRADESH,1976.0,11.0,15.84,29.04,22.41,51.62,51.62,51.62,87.9
1,ARUNACHAL PRADESH,1977.0,1.0,10.02,24.22,17.09,11.67,11.67,11.67,71.2
2,ARUNACHAL PRADESH,1977.0,2.0,12.68,27.39,20.02,8.63,8.63,8.63,133.5
3,ARUNACHAL PRADESH,1977.0,3.0,17.69,33.12,25.38,11.77,11.77,11.77,209.3
4,ARUNACHAL PRADESH,1977.0,4.0,21.01,34.63,27.8,52.69,52.69,52.69,560.2
5,ARUNACHAL PRADESH,1977.0,5.0,22.61,35.37,28.96,79.98,79.98,79.98,417.8
6,ARUNACHAL PRADESH,1977.0,6.0,23.8,34.11,28.93,191.12,191.12,191.12,543.5
7,ARUNACHAL PRADESH,1977.0,7.0,23.07,30.84,26.93,302.47,302.47,302.47,484.7
8,ARUNACHAL PRADESH,1977.0,8.0,22.78,30.21,26.47,238.85,238.85,238.85,610.1
9,ARUNACHAL PRADESH,1977.0,9.0,21.74,30.57,26.13,148.63,148.63,148.63,311.9
10,ARUNACHAL PRADESH,1977.0,10.0,19.09,30.93,24.99,91.71,91.71,91.71,213.5
11,ARUNACHAL PRADESH,1977.0,11.0,16.22,28.79,22.48,61.17,61.17,61.17,141.0
